full_name,a,e,i,om,w,q,ad,per_y,H,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T
"  3552 Don Quixote (1983 SA)",4.22144482061019,.7132424967104461,30.98226677446192,350.2665054623306,317.0334959218323,1.210530977032797,7.232358664187585,8.67360973951146,12.9,19.0,,0.03,7.7,,,,,D,D
"  3553 Mera (1985 JA)",1.644535250060996,.3201804796877325,36.770483588183,232.5497901970674,288.8649553798116,1.117987164833081,2.17108333528891,2.10898253169916,16.4,,,,3.1944,,,,,,
"  3554 Amun (1986 EB)",.9736735912923551,.2804508236751251,23.36111665460101,358.6310040646305,359.3731416774614,.700606030623697,1.246741151961013,0.960789589359216,15.82,2.48,,0.1284,2.53001,,.707,.235,,,
"  3671 Dionysus (1984 KD)",2.197503780810715,.5424164389575241,13.55018719511839,82.16186367336434,204.1923517642733,1.005541605427671,3.389465956193759,3.25763669738847,16.4,1.5,,0.16,2.7053,,,,,Cb,
"  3691 Bede (1982 FT)",1.774109351188712,.2842653270534753,20.35969692769975,348.7796708240432,234.9074556968094,1.269791576244424,2.278427126133001,2.36308193308801,14.6,4.3,,,226.8,,,,,Xc,
"  3752 Camillo (1985 PA)",1.413372396485068,.301770518738532,55.5591535245144,147.9788394213013,312.222524505582,.9868582752270471,1.839886517743089,1.68032430795424,15.3,,,,37.846,,,,,,
"  3753 Cruithne (1986 TO)",.9977134153444596,.5148301713604823,19.80737828585882,126.2460417347044,43.80989871157639,.4840604467540194,1.5113663839349,0.996590906287098,15.6,,,,27.4,,,,,Q,
"  3757 (1982 XB)",1.834971988628295,.4456042512710039,3.868165623778088,74.98473458351668,17.15507955315837,1.017300669532319,2.652643307724272,2.48572088218889,18.95,0.5,,0.18,9.0046,,.859,.522,,,S
"  3838 Epona (1986 WA)",1.504796347856894,.7024915851816677,29.2179226154563,235.5480282132526,49.65543408104214,.4476895760753203,2.561903119638468,1.84597066422549,15.5,,,,2.3812,,,,,,
"  3908 Nyx (1980 PA)",1.927452118034284,.4587531718444312,2.182360613995685,261.4639481466168,126.3211013083159,1.04322734530779,2.811676890760779,2.67598453579899,17.3,1.0,,0.23,4.42601,,,,,V,V
"  3988 (1986 LA)",1.544631078268024,.3166237636593228,10.76565754486461,229.8621418615683,86.83690462822564,1.055564172801644,2.033697983734403,1.91975300152531,17.8,0.7,,,10.4,,,,,,
"  4015 Wilson-Harrington (1979 VA)",2.640452480046902,.6235037128080544,2.784739740388639,270.4063591069282,91.44805853282899,.9941205552444237,4.286784404849381,4.29067614918574,15.99,4,,0.05,3.5736,,.666,.279,,,CF
"  4034 Vishnu (1986 PA)",1.059533007612072,.4440504856528823,11.16829750071288,157.9689822216917,296.6010764969121,.5890468610166725,1.530019154207472,1.09063627525633,18.4,0.42,,0.52,,,,,,O,
"  4055 Magellan (1985 DO2)",1.820618738473843,.3262440040874306,23.25087533274912,164.8545862396001,154.3364498839892,1.22665279131753,2.414584685630156,2.45661282483299,14.5,2.49,,0.31,7.475,,,,,V,V
"  4179 Toutatis (1989 AC)",2.533648329764573,.6297787053490822,.4471166162066929,124.3576255747447,278.7580751355424,.9380105648355758,4.129286094693571,4.03299519228441,15.30,5.4,1.70x2.03x4.26,,176.,,,,,Sk,
"  4183 Cuno (1959 LM)",1.982066125181804,.6343734293894596,6.707460243656044,294.9338009032543,236.2753435985191,.7246960400735452,3.239436210290064,2.79052174498701,14.4,,,,3.5595,,,,,Sq,
"  4197 (1982 TA)",2.295987686874202,.7719378976723559,12.57585190020458,7.21261524082808,122.3623186064774,.5236277787869151,4.068347594961488,3.47906493132223,14.6,1.8,,0.37,3.5380,,,,,Sq,
"  4257 Ubasti (1987 QA)",1.647158441310836,.4683556416324601,40.71333823271666,169.221063787036,278.9342932657183,.8757024926603763,2.418614389961295,2.11403058712378,15.8,,,,,,,,,,
"  4341 Poseidon (1987 KF)",1.834886694971924,.6796953802768203,11.85501141083373,108.1224375145605,15.63517367045921,.5877226850681042,3.082050704875745,2.48554757129343,15.9,,,,6.262,,,,,O,
"  4401 Aditi (1985 TB)",2.580403490382985,.5649870024018798,26.64866623850013,22.91791793184919,68.16174738169038,1.122509057364154,4.038297923401815,4.14514410472719,15.5,,,,,,,,,,
"  4450 Pan (1987 SY)",1.442242570420297,.5866654238319337,5.519841354369471,311.85764174298,291.7815469271759,.5961287215762159,2.288356419264377,1.73207091024164,17.1,,,,60.,,,,,,
"  4486 Mithra (1987 SB)",2.199316412573317,.6628787212441365,3.039725362408793,82.24823403372439,168.8983072835435,.7414363613954751,3.65719646375116,3.26166816707935,15.6,,"2.35 x 1.65 x 1.44",,67.5,,,,,,
"  4487 Pocahontas (1987 UA)",1.730449290093407,.2965696179999723,16.40258430836768,198.1578059778016,173.8571005566019,1.217250605162082,2.243647975024733,2.27638920701134,17.4,,,,,,,,,,
"  4503 Cleobulus (1989 WM)",2.707619995485659,.5231073637100556,2.513511542744299,46.03419369280739,76.30052292474747,1.291244037718523,4.123995953252794,4.45543150255619,15.6,,,,3.13,,,,,Sq,
"  4544 Xanthus (1989 FB)",1.041797989361854,.2500398162622586,14.14445137314187,24.01820046703296,333.7315399785318,.7813070115194257,1.302288967204283,1.06336772509175,17.1,1.3,,,37.65,,,,,,
"  4581 Asclepius (1989 FC)",1.022402176083661,.3570246561168803,4.918979273531161,180.2987585164562,255.3014281825177,.6573793907542417,1.38742496141308,1.03381028863486,20.7,,,,,,,,,,
"  4596 (1981 QB)",2.240079739810348,.5186920230009533,37.08991102232791,154.2955478770652,248.3978143856197,1.078168247884669,3.401991231736026,3.35276735671321,16.0,,,,,,,,,,
"  4660 Nereus (1982 DB)",1.488604073301046,.360057199032999,1.432003160920649,314.4590750941519,158.0156751858964,.9526214601991583,2.024586686402934,1.81625576916849,18.2,0.33,,0.55,15.1,,,,,Xe,
"  4688 (1980 WF)",2.234556795882599,.5154984010034415,6.378460205832736,241.3463819639208,213.5541801184779,1.082646340653746,3.386467251111453,3.34037556936192,19.4,0.6,,0.18,,,.930,.463,,V,QU
"  4769 Castalia (1989 PB)",1.063307917066012,.483201511187133,8.886066462095247,325.5990051541273,121.3526604388668,.5495159246824721,1.577099909449551,1.09647005020215,16.9,1.4,,,4.095,,,,,,
"  4947 Ninkasi (1988 TJ1)",1.37000686096771,.1683764690207953,15.65111006780734,215.470052571405,192.875862909294,1.139329943183703,1.600683778751717,1.60358621931941,18.0,,,,,,,,,Sq,
"  4953 (1990 MU)",1.621083166790623,.6575968633979253,24.39075410682673,77.75130363362912,77.72545455919585,.5550639610019336,2.687102372579313,2.06403067070823,14.1,,,,14.218,,,,,,
"  4954 Eric (1990 SQ)",2.001211836760586,.4487414321976212,17.44770347239869,358.5304948062818,52.43874951376004,1.103185171001808,2.899238502519363,2.83105167598512,12.6,10.8,,,12.056,,,,,S,
"  4957 Brucemurray (1990 XJ)",1.565448926902551,.2188601618573049,35.01066842137887,254.928505238888,97.44564192309851,1.222834521381315,1.908063332423788,1.95869383831842,14.9,,,,2.892,,,,,S,
"  5011 Ptah (6743 P-L)",1.635784931177656,.5000201292893894,7.40681837087901,10.79045034432003,105.7304979279747,.8178595384005695,2.453710323954743,2.09217258514179,16.3,,,,,,,,,,
"  5131 (1990 BG)",1.486070057217657,.5692991692381544,36.42590350698376,110.3966035127285,135.8289042624935,.6400516082139481,2.332088506221365,1.81162008845755,14.6,,,,,,,,,S,
"  5143 Heracles (1991 VL)",1.833500480952823,.7722420111678567,9.035561353117672,309.5669202030215,227.7059888019971,.4175943820645825,3.249406579841065,2.4827314436815,13.8,,,,2.7063,,,,,O,
"  5189 (1990 UQ)",1.551398026748783,.4782859920119142,3.582522220912391,135.3444277050222,159.6007533005084,.8093860825199148,2.29340997097765,1.93238231562131,17.7,,,,,,,,,,
"  5324 Lyapunov (1987 SL)",2.968451381888121,.6134279671549048,19.49614567209117,352.874404749065,320.4816032742793,1.147520285098323,4.789382478677918,5.11449917337955,15.5,,,,,,,,,,
"  5332 Davidaguilar (1990 DA)",2.163660419705385,.4566352581973399,25.47356744869388,142.9300713710435,305.8171621724085,1.175656785301852,3.151664054108918,3.18267177756896,14.6,3.6,,,5.803,,,,,,
"  5370 Taranis (1986 RA)",3.332006655584631,.6341827682514155,19.09340922783127,177.8404343252098,161.1802710448592,1.218905450913829,5.445107860255433,6.08228817089263,15.2,3.6,,,,,,,,,
"  5381 Sekhmet (1991 JY)",.9474613190115077,.2962371752664352,48.96935701880721,58.54959660351013,37.43586083971545,.6667880541933278,1.228134583829688,0.922253761158465,16.5,,,,3.,,,,,,
"  5496 (1973 NA)",2.435428081683515,.6360076233763868,68.00509961302338,101.0769473177152,118.0244711502636,.8864772555478699,3.984378907819161,3.8007662965281,16.0,,,,2.855,,,,,,
"  5587 (1990 SB)",2.396545106878929,.5457051548158471,18.07394947613755,190.2073271047331,86.52840962395447,1.088738088306402,3.704352125451456,3.71010852622354,13.8,3.57,,0.32,5.0522,,,,,Sq,
"  5590 (1990 VA)",.9855645571472977,.2794777698040228,14.18613038821791,216.316226432676,34.46882977807365,.7101211727178816,1.261007941576714,0.978443647118579,19.7,,,,,,,,,,
"  5604 (1992 FE)",.9269443783018364,.405201571689496,4.794009181149709,311.9267344188103,82.48886390477325,.5513450593451895,1.302543697258483,0.892459906378409,17.1,0.55,,0.48,5.3375,,,,,V,
"  5620 Jasonwheeler (1990 OA)",2.160748193647443,.4224817121428311,7.867562303442806,128.7099042067584,153.6352765183522,1.247871597285742,3.073624790009145,3.1762482602314,17.0,,,,5.307,,,,,,
"  5626 (1991 FE)",2.194621773191726,.4542523087004985,3.854516519095791,173.27814351,231.4192172214209,1.197709765995003,3.19153378038845,3.25123025457943,14.2,,,,2.4606,,,,,S,
"  5645 (1990 SP)",1.354996058261649,.3873931460191973,13.5081863628036,45.77959763476093,48.16648127158814,.8300798724080573,1.879912244115241,1.57730343826804,17.1,,,,30.39,,,,,,
"  5646 (1990 TR)",2.142140458728107,.4370490827590454,7.914407008725406,14.14049413526322,335.6749235349951,1.205919936099947,3.078360981356268,3.13530733156523,15.2,4.3,,,3.1999,,,,,U,
"  5653 Camarillo (1992 WD5)",1.793968725320515,.3042919210624689,6.874206598695571,9.987836454996641,122.4841524447149,1.248078535566747,2.339858915074283,2.40287126388873,16.1,,,,4.834,,,,,,
"  5660 (1974 MA)",1.785688934344908,.7622666076825728,38.06898946056496,302.2928250168957,126.9209606150989,.4245178879855066,3.14685998070431,2.38625534026637,15.4,,,,17.5,,,,,Q,
"  5693 (1993 EA)",1.271114000948069,.5851454711450209,5.055500307879315,97.10040314688958,258.8149223525286,.5273273999842788,2.01490060191186,1.43312791628158,16.6,,,,2.497,,,,,,
"  5731 Zeus (1988 VP4)",2.263512464312013,.6536703104610625,11.43083214879462,281.7126199237264,216.9748800979983,.7839215690326947,3.743103359591331,3.40551296309484,15.7,,,,,,,,,,
"  5751 Zao (1992 AC)",2.103266942034308,.4236567763222114,16.07487413803762,121.6965954028017,25.21681114201939,1.212203649626977,2.994330234441638,3.05035086066851,14.6,2.3,,0.36,76.,,,,,X,
"  5786 Talos (1991 RC)",1.081466964123331,.8268023226616752,23.23219017962221,161.3148845737483,8.340003002158909,.1873075663042903,1.975626361942371,1.1246777113378,17.1,,,,38.52,,,,,,
"  5797 Bivoj (1980 AA)",1.893423283299921,.4441962991128384,4.188357066895543,299.0068011740009,168.414531458718,1.052371668204016,2.734474898395824,2.60543217613549,18.8,0.4,,,2.706,,,,,,
"  5828 (1991 AM)",1.697899123289142,.6954839266522875,30.1169997776913,125.4537621819887,152.7313685541002,.5170375739645332,2.878760672613752,2.21246306039564,15.9,,,,2.6666,,,,,Q,
"  5836 (1993 MF)",2.446392145939603,.5341876514018499,7.950328443915731,239.3825712472074,77.17350047377947,1.139559671092195,3.753224620787011,3.82646119083404,14.7,,,,4.9543,,,,,S,
"  5863 Tara (1983 RB)",2.220905458181533,.5071318680754868,19.47153089692312,169.0142179882449,115.3614886165107,1.094613524354887,3.347197392008179,3.30981187217825,15.6,,,,,,,,,,
"  5869 Tanith (1988 VN4)",1.812354427852311,.3211282243082236,17.92920254791258,227.9317744560458,230.7333895963566,1.230356268618952,2.394352587085671,2.4399049159921,17.2,,,,,,,,,,
"  5879 Almeria (1992 CH1)",1.624562227704384,.289346130484314,21.57528152285317,145.8758405816083,355.6786276222857,1.154501433387144,2.094623022021624,2.07067876254071,17.4,,,,,,,,,,
"  6037 (1988 EG)",1.271131872178059,.499611849116755,3.497419359928713,182.5903321609338,241.9883111429945,.6360593270479363,1.906204417308182,1.43315813998527,18.7,,,,2.760,,,,,,
"  6047 (1991 TB1)",1.454412701841672,.3521788997207563,23.47282075550857,6.131235180159542,103.7540746233173,.9421992367671795,1.966626166916164,1.75404079702087,17.8,,,,,,,,,S,
"  6050 Miwablock (1992 AE)",2.203398510183854,.4355640164843179,6.404478572949753,88.39146682135332,284.6917418701172,1.243677405172612,3.163119615195096,3.27075323369419,14.8,,,,5.7566,,,,,,
"  6053 (1993 BW3)",2.147759882439061,.5282599777809077,21.58657716421247,318.3692297046804,74.86800273181524,1.013184294663078,3.282335470215044,3.14765257942007,14.9,,,,2.573,,,,,Sq,
"  6063 Jason (1984 KB)",2.212339745221278,.7664401343109688,4.918747173435326,169.4632018960128,337.0685725119444,.5167137737523872,3.907965716690169,3.29068214442703,15.9,1.4,,0.21,,,,,,,
"  6178 (1986 DA)",2.821928367172383,.5817041971284576,4.304854625588319,64.68107180619114,127.2770757852696,1.180400791992353,4.463455942352414,4.7405330657318,15.1,2.3,,0.15,3.50,,.677,.267,,,
"  6239 Minos (1989 QF)",1.151583348111111,.4127445385334348,3.944958120094725,344.6244371756761,239.6841155258427,.6762736105122028,1.626893085710019,1.23580875266353,18.4,,,,3.5558,,,,,,
"  6455 (1992 HE)",2.241291829079693,.5721118853815634,37.32501471990203,27.04429301616288,262.6870531496286,.9590221350546171,3.523561523104769,3.35548895827734,13.8,,,,2.736,,,,,S,
"  6456 Golombek (1992 OM)",2.192741297396231,.4094164866444296,8.226237725394009,313.6304801270418,347.1309674764076,1.294996859296118,3.090485735496344,3.24705239349294,15.9,,,,2.50129,,,,,,
"  6489 Golevka (1991 JX)",2.511135863955208,.6018152859634067,2.28517930468465,212.0832569760337,65.34530103299359,.999895915896038,4.022375812014378,3.9793626398885,19.2,0.53,,0.151,6.026,,,,,Q,
"  6491 (1991 OA)",2.5030403809777,.5905939780141216,5.944509880125589,301.9389353352129,323.5177079234704,1.024759805246098,3.981320956709303,3.96013495581216,18.8,,,,2.69,,,,,,
"  6569 Ondaatje (1993 MO)",1.626230420232565,.2210321797741226,22.64276156804098,111.5064546964652,167.2792963426524,1.266781165633574,1.985679674831557,2.0738690165624,16.4,,,,5.959,,,,,Sr,
"  6611 (1993 VW)",1.695917295901571,.4844837237513716,8.6962108491396,230.9818185719193,281.2995796758845,.8742729692088214,2.517561622594321,2.20859053337873,16.8,,,,2.5568,,,,,V,
"  7025 (1993 QA)",1.475732976153558,.3150592310318473,12.60668412316542,146.6481012958989,323.3828786488248,1.010789679478279,1.940676272828838,1.79275059456506,18.3,,,,2.5057,,,,,,
"  7088 Ishtar (1992 AA)",1.980767173554828,.3907326388381754,8.300909407675487,102.6867122047101,354.7089702252028,1.206816788907716,2.754717558201941,2.78777903213502,16.7,,,,2.6790,,,,,,
"  7092 Cadmus (1992 LC)",2.53547722914309,.69798505119193,17.80687281425613,57.74487888324787,93.75529054557416,.7657520255636777,4.305202432722503,4.03736277157173,15.0,,,,,,,,,,
"  7236 (1987 PA)",2.724446901196466,.559522492169834,16.33159121426359,308.5430515535983,337.9145370846525,1.200057581254638,4.248836221138295,4.49702937375635,18.4,,,,,,,,,,
"  7335 (1989 JA)",1.771276978580955,.4841152212559304,15.19727451464078,61.38458872879389,232.1802586538024,.9137748321897001,2.628779124972211,2.35742518784295,17.0,1.8,,,12.,,,,,,
"  7336 Saunders (1989 RS1)",2.306795033690566,.4790617838319846,7.168200889965154,174.5699748721432,181.1378127213731,1.201697689916,3.411892377465132,3.50365805474202,18.8,,,,6.423,,,,,Sq,
"  7341 (1991 VK)",1.841747505356057,.5067560954371678,5.420060189915763,294.8729989875839,173.3597819074952,.9084307307606772,2.775064279951436,2.49950113143235,16.7,,,,4.2096,,,,,Sq,
"  7350 (1993 VA)",1.355605880499107,.391081287462034,7.262205518957853,133.1576260549082,336.5693627169401,.8254537874624118,1.885757973535801,1.57836836711628,17.0,,,,,,,,,,
"  7358 Oze (1995 YA3)",2.19791501488052,.5027187775771728,4.658961937325974,266.08129190243,91.36773719509171,1.092981865381272,3.302848164379768,3.25855117627217,14.6,,,,5.433,,,,,Sq,
"  7474 (1992 TC)",1.565619767672848,.2920926660950844,7.088267420653091,88.66804856483292,275.5221349241502,1.108313715642119,2.022925819703577,1.95901448170171,18.0,,,,5.540,,,,,X,
"  7480 Norwan (1994 PC)",1.567726438115951,.3168306295410195,9.454295964744357,124.4273648913637,256.7519795067998,1.071022683779574,2.064430192452328,1.96296983470398,17.0,,,,35.90,,,,,S,
"  7482 (1994 PC1)",1.346240426794592,.328298885505549,33.48897665834193,117.9020010944627,47.59132594258131,.9042711950554125,1.788209658533771,1.56203997625109,16.8,,,,2.5999,,,,,S,
"  7753 (1988 XB)",1.467721124810672,.4817555703120189,3.12282401273936,73.46853095705802,279.9950535242933,.7606382972685087,2.174803952352835,1.77817098661185,18.6,,,,,,,,,B,
"  7822 (1991 CS)",1.122771081817464,.1646032339285573,37.1215725604135,156.8726104538746,249.4445899080893,.9379593307888447,1.307582832846083,1.18972073254053,17.4,,,,2.389,,,,,S,
"  7839 (1994 ND)",2.166104253344079,.5174474066940636,27.17473598926302,102.6964824072455,228.0317388087768,1.045259224822204,3.286949281865954,3.18806549564393,17.8,,,,,,,,,,
"  7888 (1993 UC)",2.436119942612456,.6642000138683918,26.07361808123206,165.9377818103505,323.0354136292412,.818049042944197,4.054190842280716,3.80238600466097,15.1,,,,2.340,,,,,U,
"  7889 (1994 LX)",1.261564311941952,.3463124258449409,36.90719421354201,111.2925025494042,349.1413656529865,.8246689147139304,1.698459709169972,1.41700797518118,15.1,,,,2.741,,,,,V,
"  7977 (1977 QQ5)",2.226543360639652,.4652245619812012,25.16831933023166,134.2289115977349,248.0963177950745,1.190700700953918,3.262386020325386,3.32242310291592,15.2,,,,7.457,,,,,S,
"  8013 Gordonmoore (1990 KA)",2.198703557026065,.4321854561613287,7.571962430468098,105.5849004397463,146.7595817875599,1.248455857269219,3.148951256782911,3.26030493065002,16.9,2.3,,,6.,,,,,,
"  8014 (1990 MF)",1.747012948186527,.4557521059715163,1.864342053836375,210.3883631066945,114.2085572569877,.9508081178910096,2.543217778482044,2.30915129116344,18.7,0.7,,,,,,,,,
"  8034 Akka (1992 LR)",1.82989385282653,.4096081530780047,2.023598708915573,232.9541835058661,68.1052487617977,1.080354411441461,2.579433294211598,2.47540947872748,17.8,,,,7.283,,,,,,
"  8035 (1992 TB)",1.341588004278492,.4621273288344732,28.30642202233647,185.6489746205862,6.038803913131928,.7216035234649006,1.961572485092083,1.55394968177034,17.0,,,,,,,,,,
"  8037 (1993 HO1)",1.986416128130609,.4179212875310646,5.908177585273753,22.48056021547726,105.670232727026,1.156250542289793,2.816581713971425,2.7997132412373,16.2,,,,13.04,,,,,,
"  8176 (1991 WA)",1.57495192767134,.6429457243690211,39.60663823465698,66.59483032873455,241.8381802659894,.5623433196883043,2.587560535654376,1.97655614763372,16.9,,,,7.111,,,,,Q,
"  8201 (1994 AH2)",2.537764144975113,.7068175983088414,9.553729564062971,164.1300009031728,25.07833860908369,.7440277869495133,4.331500503000713,4.04282635279339,15.8,,,,24.,,,,,O,
"  8507 (1991 CB1)",1.687079871422885,.5948583778717508,14.58643424338495,317.4452085562779,345.6818233653947,.6835062757681859,2.690653467077585,2.19134959607422,17.3,,,,,,,,,,
"  8566 (1996 EN)",1.506499784450433,.4305109511568718,37.97013444467947,164.1484944622322,125.1219866474816,.8579351293290549,2.155064439571812,1.84910602242085,16.3,,,,,,,,,U,
"  8567 (1996 HW1)",2.045912434277574,.4486317791866009,8.436582108852242,177.1698323057927,177.0629219061469,1.128051098827636,2.963773769727511,2.92643420961687,15.3,,,,8.7573,,,,,,
"  8709 Kadlu (1994 JF1)",2.52829969941938,.4888888477998339,3.514551982995989,119.267152054228,153.5982218871958,1.292242172477573,3.764357226361188,4.0202312195381,17.0,,,,50.6,,,,,,
"  9058 (1992 JB)",1.556602375867745,.3595846014841569,16.07898501060925,218.3782449925308,306.9573090238988,.9968721308720497,2.11633262086344,1.94211407513261,17.5,,,,,,,,,,
"  9162 Kwiila (1987 OA)",1.49620071525097,.5953436828391182,9.013749565197193,180.15154781,235.6567082567653,.6054470711669347,2.386954359335006,1.83017656199082,17.9,,,,,,,,,,
"  9172 Abhramu (1989 OB)",2.704924462158493,.5538421784768928,7.847646566346175,287.719281316958,74.11500770137675,1.206823205421196,4.203025718895791,4.44877984468638,16.4,,,,,,,,,,
